filepath,label,split,aug_type,mic_type,experiment,mel_path,group,orig_filepath,drill_diameter,coolant,gcode_pattern,drill_series,fixture,label_original,is_original,orig_experiment,duration_s,rms,rms_db,peak,zcr,mel_total_energy,centroid_mean,centroid_std,rolloff_mean,rolloff_std,spectral_flatness_mean,spectral_flatness_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_entropy_mean,spectral_contrast_mean,mfcc_0_mean,mfcc_1_mean,chroma_mean_first,chroma_mean,chroma_std,tonnetz_0_mean,harmonic_percussive_ratio,tempo,onset_rate,crest_factor,wavelet_total_energy,filepath_clean
D:/dataset/augmented_wavs\sin_desgaste\broca8_2_004.wav,sin_desgaste,train,original,augmented_wavs,E6,D:/dataset/augmented_mels_png\sin_desgaste\broca8_2_004.png,,D:/dataset\Sin falla\8mm_A100\E2_Micrófono2 (condensador)\broca8_2_004.wav,8,yes,linear,A100,prensa_mecanica,sin_desgaste,True,,16.253968253968253,0.0101451706141233,-39.87481281277443,0.2701416015625,0.26087602047644537,0.6362159848213196,7132.4130609415815,592.92154241687,12395.51690896012,1661.7454113985575,0.1192246079444885,0.0457084514200687,5596.876871466507,575.863724441206,9.548782348632812,13.137376308929634,-293.3182678222656,60.97362518310547,0.6288671493530273,0.6009475588798523,0.13218727707862854,0.005026333706979,0.9039238691329956,120.18531976744184,6.8291015625,25.44003677368164,82.19396209716797,D:\dataset\cleaned_wavs\combinado\dataset\augmented_wavs\sin_desgaste\broca8_2_004.wav
D:/dataset/augmented_wavs\sin_desgaste\broca8_2_005.wav,sin_desgaste,train,original,augmented_wavs,E6,D:/dataset/augmented_mels_png\sin_desgaste\broca8_2_005.png,,D:/dataset\Sin falla\8mm_A100\E2_Micrófono2 (condensador)\broca8_2_005.wav,8,yes,linear,A100,prensa_mecanica,sin_desgaste,True,,16.253968253968253,0.0104897283017635,-39.58471512677212,0.1849365234375,0.26094328548804424,0.6794142127037048,7099.8473677963875,566.5619463238456,12337.83374598501,1682.6833907974535,0.1181020364165306,0.0382413268089294,5555.231746168899,594.7667200802036,9.543025970458984,13.140295650076135,-289.7810974121094,60.7657585144043,0.6311144828796387,0.609285831451416,0.12730227410793304,0.0059862511040858,0.9865342974662781,123.046875,10.0283203125,16.43575096130371,87.74569702148438,D:\dataset\cleaned_wavs\combinado\dataset\augmented_wavs\sin_desgaste\broca8_2_005.wav
D:/dataset/augmented_wavs\sin_desgaste\broca8_2_006.wav,sin_desgaste,train,original,augmented_wavs,E6,D:/dataset/augmented_mels_png\sin_desgaste\broca8_2_006.png,,D:/dataset\Sin falla\8mm_A100\E2_Micrófono2 (condensador)\broca8_2_006.wav,8,yes,linear,A100,prensa_mecanica,sin_desgaste,True,,17.41496598639456,0.0101308664306998,-39.88706812456845,0.17633056640625,0.2585096263949034,0.6692677140235901,7097.509454386214,487.0799803813862,12459.117066486926,1634.0147716898182,0.1174608543515205,0.0360185205936431,5631.4843358803855,572.3582206715273,9.534455299377441,12.940352080773195,-292.32440185546875,62.988258361816406,0.6350855827331543,0.6146828532218933,0.1251906305551529,0.0031192091733493,1.0852622985839844,120.18531976744184,8.9578125,16.286100387573242,88.48796081542969,D:\dataset\cleaned_wavs\combinado\dataset\augmented_wavs\sin_desgaste\broca8_2_006.wav
D:/dataset/augmented_wavs\sin_desgaste\broca8_2_007.wav,sin_desgaste,train,original,augmented_wavs,E6,D:/dataset/augmented_mels_png\sin_desgaste\broca8_2_007.png,,D:/dataset\Sin falla\8mm_A100\E2_Micrófono2 (condensador)\broca8_2_007.wav,8,yes,linear,A100,prensa_mecanica,sin_desgaste,True,,16.253968253968253,0.0113888708874583,-38.8703865337291,0.29730224609375,0.25096366713508206,0.7959231734275818,6972.841745715395,598.8189629970343,12090.793650461725,1437.0968845244672,0.1233402788639068,0.0448173135519027,5465.269177182331,480.2746884997565,9.542745590209961,12.888805920140015,-278.95819091796875,59.45542144775391,0.5972604751586914,0.6025530099868774,0.1301761269569397,-0.0105240775820083,0.9570130705833435,132.51201923076923,10.3974609375,25.194246292114258,100.19287109375,D:\dataset\cleaned_wavs\combinado\dataset\augmented_wavs\sin_desgaste\broca8_2_007.wav
D:/dataset/augmented_wavs\sin_desgaste\broca8_2_008.wav,sin_desgaste,train,original,augmented_wavs,E6,D:/dataset/augmented_mels_png\sin_desgaste\broca8_2_008.png,,D:/dataset\Sin falla\8mm_A100\E2_Micrófono2 (condensador)\broca8_2_008.wav,8,yes,linear,A100,prensa_mecanica,sin_desgaste,True,,16.253968253968253,0.0115720620378851,-38.73178486019731,0.36175537109375,0.2565170386108137,0.8121052980422974,7065.687644848416,648.503760731857,12239.374289012312,1613.4141478954905,0.1268242746591568,0.0480646342039108,5478.694940370655,525.663703202056,9.561186790466309,12.94185236244385,-278.7388610839844,57.64685821533203,0.588750958442688,0.5902466177940369,0.12958191335201263,-0.0063072774325853,0.9413344264030457,126.04801829268293,9.1669921875,29.865079879760742,104.97550964355467,D:\dataset\cleaned_wavs\combinado\dataset\augmented_wavs\sin_desgaste\broca8_2_008.wav
D:/dataset/augmented_wavs\sin_desgaste\broca8_2_009.wav,sin_desgaste,train,original,augmented_wavs,E6,D:/dataset/augmented_mels_png\sin_desgaste\broca8_2_009.png,,D:/dataset\Sin falla\8mm_A100\E2_Micrófono2 (condensador)\broca8_2_009.wav,8,yes,linear,A100,prensa_mecanica,sin_desgaste,True,,17.41496598639456,0.01121461763978,-39.0043105028481,0.4200439453125,0.252007450761992,0.8075283765792847,6966.060293754873,579.6848361102569,12075.837527585776,1656.1259400828606,0.1158882528543472,0.0377476550638675,5485.6003959493855,574.2746545399017,9.522241592407227,13.019775963427529,-283.05584716796875,61.73600006103516,0.6308346390724182,0.6007720232009888,0.13074932992458344,-0.0086407598069816,0.9259859919548035,129.19921875,10.393359375,35.1118278503418,106.0937042236328,D:\dataset\cleaned_wavs\combinado\dataset\augmented_wavs\sin_desgaste\broca8_2_009.wav
D:/dataset/augmented_wavs\sin_desgaste\broca8_2_010.wav,sin_desgaste,train,original,augmented_wavs,E6,D:/dataset/augmented_mels_png\sin_desgaste\broca8_2_010.png,,D:/dataset\Sin falla\8mm_A100\E2_Micrófono2 (condensador)\broca8_2_010.wav,8,yes,linear,A100,prensa_mecanica,sin_desgaste,True,,17.41496598639456,0.0118093574419617,-38.55547456859389,0.539459228515625,0.25142353014656893,0.8915808796882629,6948.191745647616,506.9670319464432,12057.589536663058,1654.6611711703354,0.115881435573101,0.0318863578140735,5441.99477213736,585.9214127714741,9.517110824584961,13.0116618458792,-278.8746337890625,60.45814895629883,0.6289768218994141,0.594708263874054,0.13316291570663452,-0.0147075902963648,0.8973366022109985,126.04801829268293,8.211328125,42.839805603027344,119.2546615600586,D:\dataset\cleaned_wavs\combinado\dataset\augmented_wavs\sin_desgaste\broca8_2_010.wav
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01001.wav,sin_desgaste,train,original,dinamico,E1,,Con falla/8mm_A100/E1_Micrófono1 (dinámico),D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01001.wav,8,yes,mixed,A100,prensa_mecanica,sin_desgaste,True,,16.257460317460318,0.0157323405146598,-36.06413318846235,0.1849365234375,0.24314036291042113,0.8133837580680847,7507.41553315304,555.3488144291865,13552.25414463999,1180.5735930725562,0.0815188139677047,0.03038065508008,5661.047058632177,409.0002535142235,9.574316024780273,14.301093668580888,-273.2198486328125,38.34491729736328,0.5609531998634338,0.6187059879302979,0.11014463007450104,0.0228048514572329,2.614168882369995,123.046875,9.71861514127824,13.640887260437012,182.45899963378903,D:\dataset\cleaned_wavs\combinado\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01001.wav
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01002.wav,sin_desgaste,train,original,dinamico,E1,,Con falla/8mm_A100/E1_Micrófono1 (dinámico),D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01002.wav,8,yes,mixed,A100,prensa_mecanica,sin_desgaste,True,,16.253968253968253,0.0203831400722265,-33.81457817850918,0.1849365234375,0.26375900584404,1.5806853771209717,7160.992461646427,266.78930191069765,11838.297247222965,978.2398491382356,0.0790831893682479,0.0107069965451955,5441.827036637357,296.9688177724305,9.39022445678711,14.002277191420287,-240.730712890625,42.99555969238281,0.5411854386329651,0.6153314709663391,0.12582765519618988,0.0031861137058052,1.7345354557037354,120.18531976744184,12.6123046875,9.242229461669922,304.01678466796875,D:\dataset\cleaned_wavs\combinado\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01002.wav
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01003.wav,sin_desgaste,train,original,dinamico,E1,,Con falla/8mm_A100/E1_Micrófono1 (dinámico),D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01003.wav,8,yes,mixed,A100,prensa_mecanica,sin_desgaste,True,,16.248163265306122,0.0195499006658792,-34.17710885430391,0.1849365234375,0.22791852678571428,1.3653624057769775,6631.904682378014,230.85725455149503,11232.91845703125,698.0056450826972,0.0797962918877601,0.0111294947564601,5074.773380720598,275.571128914377,9.432988166809082,13.805536141352338,-244.7328643798828,39.815059661865234,0.5873207449913025,0.6271021962165833,0.11743513494729996,0.0096251800898549,1.771716594696045,117.45383522727272,9.539539790996784,10.351035118103027,280.1009216308594,D:\dataset\cleaned_wavs\combinado\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01003.wav
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01004.wav,sin_desgaste,train,original,dinamico,E1,,Con falla/8mm_A100/E1_Micrófono1 (dinámico),D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01004.wav,8,yes,mixed,A100,prensa_mecanica,sin_desgaste,True,,16.253968253968253,0.0133035499602556,-37.52064903652324,0.1849365234375,0.23091032911759457,0.6346295475959778,6658.922554548467,280.48463737834714,11350.303529008295,594.2479562309493,0.0851155519485473,0.0131878461688756,5000.129948092143,231.84496063075488,9.45474624633789,14.005782855184227,-281.90869140625,37.109474182128906,0.718621551990509,0.6222394108772278,0.11519522219896317,0.0009327608625421,1.708164095878601,117.45383522727272,11.7509765625,15.309557914733887,129.31805419921875,D:\dataset\cleaned_wavs\combinado\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01004.wav
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01005.wav,sin_desgaste,train,original,dinamico,E1,,Con falla/8mm_A100/E1_Micrófono1 (dinámico),D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01005.wav,8,yes,mixed,A100,prensa_mecanica,sin_desgaste,True,,16.253968253968253,0.022261619567871,-33.04886482587568,0.1849365234375,0.23818540607155603,1.7703635692596436,6831.172884771767,303.95914580420646,11577.57795770878,696.014870303672,0.091278426349163,0.0127639528363943,5049.46638671981,254.2881951046392,9.48346996307373,13.953698126142376,-230.19125366210932,35.29655838012695,0.7773575186729431,0.6371079683303833,0.11458076536655426,-0.0161465150684273,1.6303226947784424,120.18531976744184,12.1201171875,9.074751853942871,364.7474365234375,D:\dataset\cleaned_wavs\combinado\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01005.wav
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01006.wav,sin_desgaste,train,original,dinamico,E1,,Con falla/8mm_A100/E1_Micrófono1 (dinámico),D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01006.wav,8,yes,mixed,A100,prensa_mecanica,sin_desgaste,True,,16.253968253968253,0.0192122608423233,-34.328430467476515,0.1849365234375,0.23948853497501785,1.335802674293518,6853.6636420080295,358.4128387756284,11657.10172142666,734.7260343086159,0.0920876115560531,0.0153025817126035,5073.646630096711,242.1669546587946,9.49344253540039,13.95998186663591,-243.7335357666016,36.651344299316406,0.7755174040794373,0.6272875666618347,0.11465878784656525,-0.001912137196322,1.7693785429000854,123.046875,10.951171875,10.571520805358887,269.966064453125,D:\dataset\cleaned_wavs\combinado\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01006.wav
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01007.wav,sin_desgaste,train,original,dinamico,E1,,Con falla/8mm_A100/E1_Micrófono1 (dinámico),D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01007.wav,8,yes,mixed,A100,prensa_mecanica,sin_desgaste,True,,16.253968253968253,0.0141289606690406,-36.99779561493134,0.1849365234375,0.2324713653194147,0.725910484790802,6679.309371277281,309.61704981903506,11366.749301559154,644.3251776714537,0.0878212004899978,0.0135516878217458,4975.45268975781,257.5349480695726,9.466136932373047,13.946907897590282,-275.6474304199219,36.25916290283203,0.7755764126777649,0.638289749622345,0.11430510133504868,-0.0069628850010552,1.5283170938491821,129.19921875,11.7509765625,13.910676002502441,147.1292266845703,D:\dataset\cleaned_wavs\combinado\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01007.wav
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01008.wav,sin_desgaste,train,original,dinamico,E1,,Con falla/8mm_A100/E1_Micrófono1 (dinámico),D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01008.wav,8,yes,mixed,A100,prensa_mecanica,sin_desgaste,True,,16.253968253968253,0.0214695334434509,-33.36354782269185,0.1849365234375,0.2597530781584582,1.8800585269927976,7017.593390393949,234.46509300474503,11376.232518067452,907.1007621014534,0.0859297215938568,0.0104063553735613,5309.675006595473,293.33799635587354,9.40290641784668,13.9500572949487,-230.46006774902344,45.29916763305664,0.5487121343612671,0.6357784271240234,0.12161824852228165,0.0113885075850764,1.5993754863739014,126.04801829268293,11.8740234375,8.467501640319824,337.6905517578125,D:\dataset\cleaned_wavs\combinado\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01008.wav
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01009.wav,sin_desgaste,train,original,dinamico,E1,,Con falla/8mm_A100/E1_Micrófono1 (dinámico),D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01009.wav,8,yes,mixed,A100,prensa_mecanica,sin_desgaste,True,,16.248163265306122,0.0189505089074373,-34.4475824092718,0.1849365234375,0.23197474888392858,1.414822697639465,6729.133283370382,332.88807114327096,11490.870849609377,801.2630427421897,0.0874520763754844,0.0125894481316208,5154.562425826742,258.0376478754404,9.460102081298828,13.828939833064764,-243.16050720214844,42.61114501953125,0.5925991535186768,0.615816593170166,0.11484263837337494,0.0067743692419883,1.9378753900527954,126.04801829268293,10.462721061093248,10.799022674560547,262.01007080078125,D:\dataset\cleaned_wavs\combinado\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01009.wav
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01010.wav,sin_desgaste,train,original,dinamico,E1,,Con falla/8mm_A100/E1_Micrófono1 (dinámico),D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01010.wav,8,yes,mixed,A100,prensa_mecanica,sin_desgaste,True,,16.248163265306122,0.0200666449964046,-33.950504605965136,0.1849365234375,0.2292787388392857,1.573961853981018,6676.065627825963,292.8780871494729,11386.157958984377,896.3253884946934,0.0841638296842575,0.0104813342913985,5129.068878400651,304.81620195714663,9.442703247070312,13.926177940831106,-239.17823791503903,42.99645233154297,0.5059961080551147,0.5739948153495789,0.12096737325191498,0.014636472868139,1.7806217670440674,123.046875,11.632084003215434,9.607171058654785,296.5180053710937,D:\dataset\cleaned_wavs\combinado\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01010.wav
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01011.wav,sin_desgaste,train,original,dinamico,E1,,Con falla/8mm_A100/E1_Micrófono1 (dinámico),D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01011.wav,8,yes,mixed,A100,prensa_mecanica,sin_desgaste,True,,16.25514739229025,0.0184264499694108,-34.69116650643275,0.1849365234375,0.18953433094664526,1.4412715435028076,5874.652895375017,256.1753330275466,10516.764148654978,959.302361946754,0.0668565854430198,0.0088662412017583,4968.539631134844,297.34861192393737,9.316518783569336,13.97526010871461,-247.98666381835932,50.58429336547852,0.4825476109981537,0.5942845940589905,0.12002728134393692,0.0088704472467046,1.5511384010314941,126.04801829268293,9.59696004196124,10.564373970031738,249.2362060546875,D:\dataset\cleaned_wavs\combinado\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01011.wav
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01012.wav,medianamente_desgastado,train,original,dinamico,E1,,Con falla/8mm_A100/E1_Micrófono1 (dinámico),D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01012.wav,8,yes,mixed,A100,prensa_mecanica,sin_desgaste,True,,16.25514739229025,0.0184264499694108,-34.69116650643275,0.1849365234375,0.18953433094664526,1.4412715435028076,5874.652895375017,256.1753330275466,10516.764148654978,959.302361946754,0.0668565854430198,0.0088662412017583,4968.539631134844,297.34861192393737,9.316518783569336,13.97526010871461,-247.98666381835932,50.58429336547852,0.4825476109981537,0.5942845940589905,0.12002728134393692,0.0088704472467046,1.5511384010314941,126.04801829268293,9.59696004196124,10.564373970031738,249.2362060546875,D:\dataset\cleaned_wavs\combinado\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01012.wav
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01013.wav,medianamente_desgastado,train,original,dinamico,E1,,Con falla/8mm_A100/E1_Micrófono1 (dinámico),D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01013.wav,8,yes,mixed,A100,prensa_mecanica,sin_desgaste,True,,16.253968253968253,0.0133665632456541,-37.4796047820181,0.1849365234375,0.23218348501070663,0.6716314554214478,6665.723443087201,319.7230570156419,11382.334360780247,766.0206434430972,0.0852135047316551,0.0102704288437962,5019.635874784901,264.78402763796026,9.442554473876953,14.166359966145592,-281.2106628417969,38.5995979309082,0.6970358490943909,0.5824306607246399,0.11546801775693893,-0.0104050567884953,1.8403342962265015,123.046875,12.8583984375,14.61094856262207,131.91233825683594,D:\dataset\cleaned_wavs\combinado\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01013.wav
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01014.wav,medianamente_desgastado,train,original,dinamico,E1,,Con falla/8mm_A100/E1_Micrófono1 (dinámico),D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01014.wav,8,yes,mixed,A100,prensa_mecanica,sin_desgaste,True,,16.248163265306122,0.0226328559219837,-32.905212786283464,0.1849365234375,0.22471644810267857,2.109466314315796,6523.6024205128,283.06882572039325,11056.16162109375,747.3054387445787,0.0820857584476471,0.0102816792204976,5047.406673809373,268.65900722318594,9.415145874023438,13.881114819718858,-226.0384979248047,45.48811340332031,0.4912052750587463,0.5793155431747437,0.12408356368541718,0.0155353169120811,1.7706080675125122,120.18531976744184,12.73990152733119,10.42516040802002,376.1085510253906,D:\dataset\cleaned_wavs\combinado\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01014.wav
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01015.wav,medianamente_desgastado,train,original,dinamico,E1,,Con falla/8mm_A100/E1_Micrófono1 (dinámico),D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01015.wav,8,yes,mixed,A100,prensa_mecanica,sin_desgaste,True,,16.253968253968253,0.0160260461270809,-35.903472177441664,0.1849365234375,0.2304582942987152,0.9526368975639344,6669.997965707226,340.30930307295097,11448.148190745447,941.0548981870036,0.0846475064754486,0.0118995793163776,5034.606619342975,314.1963407769009,9.453049659729004,13.910561079521,-262.6070861816406,39.90214538574219,0.7542291283607483,0.633303701877594,0.11862247437238693,-0.0200420304208981,1.5964844226837158,120.18531976744184,10.2744140625,12.097370147705078,190.605712890625,D:\dataset\cleaned_wavs\combinado\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01015.wav
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01016.wav,medianamente_desgastado,train,original,dinamico,E1,,Con falla/8mm_A100/E1_Micrófono1 (dinámico),D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01016.wav,8,yes,mixed,A100,prensa_mecanica,sin_desgaste,True,,16.253968253968253,0.0153073817491531,-36.30198168009036,0.1849365234375,0.2258204937321556,0.9136592745780944,6636.173624404203,329.7442575881912,11471.418190410866,890.6814694094282,0.0834632888436317,0.0109109226614236,5073.0201464037245,311.2848421095405,9.460792541503906,13.837019824110705,-266.1470947265625,41.89873123168945,0.7811848521232605,0.6390884518623352,0.11633731424808502,-0.015078011168896,1.5938969850540161,129.19921875,10.7666015625,12.701618194580078,173.38502502441406,D:\dataset\cleaned_wavs\combinado\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01016.wav
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01017.wav,medianamente_desgastado,train,original,dinamico,E1,,Con falla/8mm_A100/E1_Micrófono1 (dinámico),D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01017.wav,8,yes,mixed,A100,prensa_mecanica,sin_desgaste,True,,16.253968253968253,0.014524488709867,-36.75798287370712,0.1849365234375,0.22772621955299785,0.812894880771637,6576.483582436555,359.2284059738706,11234.322407822538,708.851847801668,0.0809258297085762,0.0115333581343293,4990.682043638005,250.212379623258,9.437464714050293,14.06722691437861,-272.5261535644531,41.43558883666992,0.7612298727035522,0.6002684235572815,0.11707641184329987,-0.0107737109023488,1.8527491092681885,123.046875,11.935546875,13.937264442443848,155.197021484375,D:\dataset\cleaned_wavs\combinado\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01017.wav
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01018.wav,medianamente_desgastado,train,original,dinamico,E1,,Con falla/8mm_A100/E1_Micrófono1 (dinámico),D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01018.wav,8,yes,mixed,A100,prensa_mecanica,sin_desgaste,True,,16.26326530612245,0.0147227626293897,-36.64021373808591,0.1849365234375,0.24026783324411136,0.8280509114265442,6752.779897547377,347.9189514777083,11512.28670369379,647.6167964933385,0.0908870622515678,0.0115261087194085,4977.8801841451095,235.78000586988725,9.47834587097168,14.204997211490664,-269.2590637207031,37.96401977539063,0.6779061555862427,0.6213634014129639,0.1154780462384224,0.0161054750261977,1.745111346244812,126.04801829268293,11.498305935500063,13.34207534790039,159.6363525390625,D:\dataset\cleaned_wavs\combinado\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01018.wav
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01019.wav,medianamente_desgastado,train,original,dinamico,E1,,Con falla/8mm_A100/E1_Micrófono1 (dinámico),D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01019.wav,8,yes,mixed,A100,prensa_mecanica,sin_desgaste,True,,16.253968253968253,0.0261111315339803,-31.66348611639957,0.1849365234375,0.2272177239471806,2.767527341842652,6658.171145101045,353.8233794664732,11478.811103118309,882.3581267615798,0.0850561633706092,0.010904612019658,5081.423822178776,290.9310581417162,9.458487510681152,13.946638187843588,-212.05409240722656,43.16561126708984,0.7684755921363831,0.6350025534629822,0.11654295772314072,-0.0135106465654252,1.7032605409622192,120.18531976744184,12.1201171875,8.462969779968262,503.66302490234375,D:\dataset\cleaned_wavs\combinado\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01019.wav
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01020.wav,medianamente_desgastado,train,original,dinamico,E1,,Con falla/8mm_A100/E1_Micrófono1 (dinámico),D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01020.wav,8,yes,mixed,A100,prensa_mecanica,sin_desgaste,True,,16.248163265306122,0.0249909777194261,-32.044335018909074,0.1849365234375,0.22282749720982142,2.76485562324524,6602.466095027378,368.2475108459091,11345.521728515623,1047.758035576838,0.0804994851350784,0.0103918071836233,5172.161428351945,313.95719048664535,9.432955741882324,13.914623408090936,-215.9216461181641,48.56609344482422,0.5573412775993347,0.6158502101898193,0.11727999150753021,0.0273762006468713,1.9088290929794312,123.046875,10.093448553054662,7.786147117614746,459.983154296875,D:\dataset\cleaned_wavs\combinado\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01020.wav
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01021.wav,medianamente_desgastado,train,original,dinamico,E1,,Con falla/8mm_A100/E1_Micrófono1 (dinámico),D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01021.wav,8,yes,mixed,A100,prensa_mecanica,sin_desgaste,True,,16.248163265306122,0.0230538062751293,-32.7451471744776,0.1849365234375,0.22116873604910714,2.2887563705444336,6592.1053769648925,363.99987865547513,11347.521240234377,1041.7382407747716,0.08004080504179,0.0096326069906353,5154.368690918429,313.16196500363543,9.431886672973633,13.924109685455395,-224.9058074951172,47.012454986572266,0.5384637117385864,0.6309570670127869,0.11236073076725006,0.0228135237318933,1.906742811203003,123.046875,9.662630627009646,8.755582809448242,392.6719665527344,D:\dataset\cleaned_wavs\combinado\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01021.wav
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01022.wav,medianamente_desgastado,train,original,dinamico,E1,,Con falla/8mm_A100/E1_Micrófono1 (dinámico),D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01022.wav,8,yes,mixed,A100,prensa_mecanica,sin_desgaste,True,,16.25861678004535,0.0189381893724203,-34.4532308548302,0.1849365234375,0.24790920826641685,1.4793680906295776,7068.772534067873,435.22279454086,12295.259175923447,761.8614462228593,0.1047852933406829,0.0182940904051065,5191.66348681343,236.9601652943797,9.549951553344727,14.140408922097526,-240.7065887451172,38.44237518310547,0.7537968158721924,0.64704829454422,0.11040206998586655,-0.0020328203502731,1.7031534910202026,123.046875,12.055146058953564,10.258902549743652,265.745849609375,D:\dataset\cleaned_wavs\combinado\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01022.wav
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01023.wav,medianamente_desgastado,train,original,dinamico,E1,,Con falla/8mm_A100/E1_Micrófono1 (dinámico),D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01023.wav,8,yes,mixed,A100,prensa_mecanica,sin_desgaste,True,,16.248163265306122,0.0118113663047552,-38.553997157435504,0.1849365234375,0.22341238839285715,0.5892791152000427,6631.664764430642,368.6900529223529,11524.370361328123,1080.061348958553,0.0887547954916954,0.0127610601484775,5179.819510569067,331.4218360234032,9.467885971069336,13.750992780725243,-287.6425476074219,45.43319320678711,0.6209535598754883,0.6429042220115662,0.11825652420520782,0.0186061048995873,1.4391965866088867,123.046875,10.831993569131834,16.942102432250977,103.4822769165039,D:\dataset\cleaned_wavs\combinado\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01023.wav
