filepath,mel_path,label,group,split,orig_filepath,aug_type,mic_type,experiment,drill_diameter,coolant,gcode_pattern,drill_series,fixture,label_original
D:\dataset\Con falla limpios\8mm_A100\E2_Micrófono1 (dinámico)\B02094.wav,D:\dataset\mels\medianamente_desgastado\B02094_mel.npy,desgastado,Con falla limpios/8mm_A100/E2_Micrófono1 (dinámico),train,,original,dinamico,E2,8,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_435.wav,D:\dataset\mels\medianamente_desgastado\broca_6_2_435_mel.npy,medianamente_desgastado,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_396.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_396_mel.npy,medianamente_desgastado,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),train,,original,condensador,E3,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_257.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_257_mel.npy,medianamente_desgastado,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_065.wav,D:\dataset\mels\medianamente_desgastado\broca_6_2_065_mel.npy,sin_desgaste,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_057.wav,D:\dataset\mels\medianamente_desgastado\broca_6_2_057_mel.npy,sin_desgaste,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_086.wav,D:\dataset\mels\medianamente_desgastado\broca_6_2_086_mel.npy,sin_desgaste,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_186.wav,D:\dataset\mels\medianamente_desgastado\broca_6_2_186_mel.npy,medianamente_desgastado,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_214.wav,D:\dataset\mels\medianamente_desgastado\broca_6_2_214_mel.npy,medianamente_desgastado,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_030.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_030_mel.npy,sin_desgaste,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),train,,original,condensador,E3,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_473.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_473_mel.npy,desgastado,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),train,,original,condensador,E3,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado
D:\dataset\Con falla limpios\8mm_A100\E2_Micrófono1 (dinámico)\B02108.wav,D:\dataset\mels\medianamente_desgastado\B02108_mel.npy,desgastado,Con falla limpios/8mm_A100/E2_Micrófono1 (dinámico),train,,original,dinamico,E2,8,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_239.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_239_mel.npy,medianamente_desgastado,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),train,,original,condensador,E3,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_360.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_360_mel.npy,medianamente_desgastado,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_522.wav,D:\dataset\mels\medianamente_desgastado\broca_6_2_522_mel.npy,desgastado,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_181.wav,D:\dataset\mels\medianamente_desgastado\broca_6_2_181_mel.npy,medianamente_desgastado,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_118.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_118_mel.npy,medianamente_desgastado,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_418.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_418_mel.npy,medianamente_desgastado,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_398.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_398_mel.npy,medianamente_desgastado,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),train,,original,condensador,E3,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_121.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_121_mel.npy,medianamente_desgastado,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_322.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_322_mel.npy,medianamente_desgastado,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),train,,original,condensador,E3,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado
D:\dataset\Con falla limpios\8mm_A100\E2_Micrófono1 (dinámico)\B02053.wav,D:\dataset\mels\medianamente_desgastado\B02053_mel.npy,medianamente_desgastado,Con falla limpios/8mm_A100/E2_Micrófono1 (dinámico),train,,original,dinamico,E2,8,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_144.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_144_mel.npy,medianamente_desgastado,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_431.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_431_mel.npy,medianamente_desgastado,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_115.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_115_mel.npy,medianamente_desgastado,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),train,,original,condensador,E3,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_358.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_358_mel.npy,medianamente_desgastado,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_160.wav,D:\dataset\mels\medianamente_desgastado\broca_6_2_160_mel.npy,medianamente_desgastado,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_001.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_001.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_001.wav,original,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_001_aug1.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_001_aug1.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_001.wav,pitch,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_001_aug2.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_001_aug2.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_001.wav,noise,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_001_aug3.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_001_aug3.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_001.wav,stretch,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_001_aug4.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_001_aug4.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_001.wav,combo,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_001_aug5.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_001_aug5.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_001.wav,stretch,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_002.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_002.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_002.wav,original,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_002_aug1.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_002_aug1.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_002.wav,combo,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_002_aug2.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_002_aug2.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_002.wav,combo,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_002_aug3.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_002_aug3.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_002.wav,pitch,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_002_aug4.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_002_aug4.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_002.wav,stretch,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_002_aug5.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_002_aug5.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_002.wav,noise,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_003.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_003.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_003.wav,original,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_003_aug1.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_003_aug1.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_003.wav,stretch,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_003_aug2.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_003_aug2.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_003.wav,noise,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_003_aug3.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_003_aug3.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_003.wav,gain,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_003_aug4.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_003_aug4.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_003.wav,noise,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_003_aug5.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_003_aug5.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_003.wav,pitch,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_004.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_004.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_004.wav,original,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_004_aug1.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_004_aug1.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_004.wav,combo,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_004_aug2.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_004_aug2.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_004.wav,noise,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_004_aug3.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_004_aug3.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_004.wav,combo,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_004_aug4.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_004_aug4.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_004.wav,pitch,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_004_aug5.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_004_aug5.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_004.wav,stretch,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_005.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_005.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_005.wav,original,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_005_aug1.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_005_aug1.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_005.wav,pitch,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_005_aug2.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_005_aug2.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_005.wav,pitch,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_005_aug3.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_005_aug3.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_005.wav,gain,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_005_aug4.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_005_aug4.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_005.wav,noise,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_005_aug5.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_005_aug5.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_005.wav,noise,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_006.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_006.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_006.wav,original,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_006_aug1.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_006_aug1.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_006.wav,noise,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_006_aug2.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_006_aug2.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_006.wav,pitch,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_006_aug3.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_006_aug3.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_006.wav,stretch,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_006_aug4.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_006_aug4.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_006.wav,stretch,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_006_aug5.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_006_aug5.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_006.wav,gain,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_007.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_007.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_007.wav,original,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_007_aug1.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_007_aug1.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_007.wav,combo,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_007_aug2.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_007_aug2.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_007.wav,pitch,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_007_aug3.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_007_aug3.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_007.wav,pitch,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_007_aug4.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_007_aug4.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_007.wav,gain,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_007_aug5.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_007_aug5.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_007.wav,stretch,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_008.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_008.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_008.wav,original,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_008_aug1.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_008_aug1.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_008.wav,combo,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_008_aug2.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_008_aug2.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_008.wav,gain,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_008_aug3.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_008_aug3.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_008.wav,gain,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_008_aug4.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_008_aug4.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_008.wav,stretch,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_008_aug5.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_008_aug5.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_008.wav,combo,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_009.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_009.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_009.wav,original,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_009_aug1.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_009_aug1.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_009.wav,combo,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_009_aug2.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_009_aug2.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_009.wav,combo,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_009_aug3.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_009_aug3.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_009.wav,stretch,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_009_aug4.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_009_aug4.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_009.wav,gain,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset/augmented_wavs\sin_desgaste\broca6_1_009_aug5.wav,D:/dataset/augmented_mels_png\sin_desgaste\broca6_1_009_aug5.png,sin_desgaste,,,D:/dataset\Con falla\6mm_A100\E1_Micrófono2 (condensador)\broca6_1_009.wav,gain,augmented_wavs,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
